t,solar,wind
1512,0,0.162
1513,0,0.192
1514,0,0.183
1515,0,0.149
1516,0.023,0.14
1517,0.086,0.164
1518,0.197,0.162
1519,0.344,0.141
1520,0.474,0.125
1521,0.585,0.108
1522,0.583,0.1
1523,0.515,0.101
1524,0.377,0.115
1525,0.222,0.144
1526,0.096,0.201
1527,0.012,0.212
1528,0,0.238
1529,0,0.288
1530,0,0.252
1531,0,0.264
1532,0,0.287
1533,0,0.252
1534,0,0.225
1535,0,0.192
1536,0,0.154
1537,0,0.141
1538,0,0.134
1539,0,0.138
1540,0.018,0.142
1541,0.088,0.199
1542,0.184,0.265
1543,0.341,0.261
1544,0.388,0.232
1545,0.384,0.213
1546,0.451,0.183
1547,0.598,0.191
1548,0.704,0.203
1549,0.638,0.174
1550,0.441,0.137
1551,0.089,0.274
1552,0,0.503
1553,0,0.518
1554,0,0.38
1555,0,0.201
1556,0,0.083
1557,0,0.049
1558,0,0.077
1559,0,0.165
1560,0,0.256
1561,0,0.317
1562,0,0.37
1563,0,0.441
1564,0.404,0.483
1565,0.561,0.343
1566,0.694,0.149
1567,0.665,0.157
1568,0.719,0.223
1569,0.516,0.337
1570,0.348,0.453
1571,0.247,0.462
1572,0.192,0.347
1573,0.121,0.219
1574,0.05,0.229
1575,0,0.34
1576,0,0.401
1577,0,0.367
1578,0,0.35
1579,0,0.367
1580,0,0.393
1581,0,0.473
1582,0,0.614
1583,0,0.682
1584,0,0.713
1585,0,0.737
1586,0,0.734
1587,0,0.745
1588,0.178,0.726
1589,0.296,0.486
1590,0.218,0.224
1591,0.262,0.216
1592,0.298,0.29
1593,0.409,0.372
1594,0.457,0.418
1595,0.27,0.399
1596,0.206,0.379
1597,0.135,0.324
1598,0.038,0.228
1599,0,0.138
1600,0,0.179
1601,0,0.284
1602,0,0.258
1603,0,0.326
1604,0,0.392
1605,0,0.518
1606,0,0.685
1607,0,0.751
1608,0,0.753
1609,0,0.704
1610,0,0.676
1611,0,0.601
1612,0.508,0.416
1613,0.747,0.53
1614,0.835,0.553
1615,0.862,0.478
1616,0.865,0.374
1617,0.852,0.244
1618,0.737,0.124
1619,0.549,0.081
1620,0.477,0.092
1621,0.577,0.115
1622,0.282,0.103
1623,0.077,0.066
1624,0,0.02
1625,0,0.029
1626,0,0.082
1627,0,0.171
1628,0,0.188
1629,0,0.108
1630,0,0.043
1631,0,0.131
1632,0,0.307
1633,0,0.283
1634,0,0.175
1635,0,0.075
1636,0.092,0.033
1637,0.456,0.02
1638,0.627,0.038
1639,0.587,0.042
1640,0.628,0.025
1641,0.741,0.008
1642,0.527,0.002
1643,0.445,0.003
1644,0.444,0.002
1645,0.251,0.001
1646,0.098,0.002
1647,0.006,0.134
1648,0,0.436
1649,0,0.478
1650,0,0.337
1651,0,0.214
1652,0,0.138
1653,0,0.096
1654,0,0.1
1655,0,0.129
1656,0,0.172
1657,0,0.221
1658,0,0.279
1659,0,0.302
1660,0,0.271
1661,0.027,0.214
1662,0.072,0.221
1663,0.132,0.2
1664,0.184,0.183
1665,0.248,0.134
1666,0.217,0.09
1667,0.187,0.085
1668,0.136,0.126
1669,0.075,0.191
1670,0.024,0.224
1671,0,0.229
1672,0,0.239
1673,0,0.262
1674,0,0.257
1675,0,0.189
1676,0,0.233
1677,0,0.273
1678,0,0.378
1679,0,0.493
1680,0,0.585
1681,0,0.635
1682,0,0.656
1683,0,0.658
1684,0.001,0.663
1685,0.042,0.66
1686,0.109,0.767
1687,0.173,0.871
1688,0.231,0.914
1689,0.286,0.933
1690,0.376,0.953
1691,0.345,0.96
1692,0.225,0.96
1693,0.147,0.962
1694,0.052,0.965
1695,0.016,0.976
1696,0,0.974
1697,0,0.94
1698,0,0.793
1699,0,0.863
1700,0,0.927
1701,0,0.887
1702,0,0.503
1703,0,0.51
1704,0,0.764
1705,0,0.777
1706,0,0.755
1707,0,0.757
1708,0.643,0.688
1709,0.76,0.821
1710,0.83,0.971
1711,0.855,0.985
1712,0.861,0.988
1713,0.854,0.989
1714,0.84,0.99
1715,0.815,0.991
1716,0.773,0.991
1717,0.7,0.99
1718,0.548,0.986
1719,0.242,0.977
1720,0,0.976
1721,0,0.96
1722,0,0.942
1723,0,0.899
1724,0,0.865
1725,0,0.831
1726,0,0.769
1727,0,0.7
1728,0,0.669
1729,0,0.593
1730,0,0.475
1731,0,0.404
1732,0.171,0.319
1733,0.333,0.567
1734,0.653,0.774
1735,0.805,0.687
1736,0.85,0.55
1737,0.858,0.379
1738,0.847,0.234
1739,0.823,0.132
1740,0.777,0.063
1741,0.7,0.023
1742,0.53,0.015
1743,0.207,0.217
1744,0,0.641
1745,0,0.715
1746,0,0.667
1747,0,0.619
1748,0,0.602
1749,0,0.6
1750,0,0.58
1751,0,0.503
1752,0,0.356
1753,0,0.374
1754,0,0.407
1755,0,0.416
1756,0.163,0.491
1757,0.298,0.715
1758,0.447,0.637
1759,0.579,0.507
1760,0.668,0.433
1761,0.709,0.429
1762,0.729,0.448
1763,0.723,0.471
1764,0.729,0.491
1765,0.688,0.502
1766,0.508,0.544
1767,0.219,0.54
1768,0,0.525
1769,0,0.515
1770,0,0.483
1771,0,0.44
1772,0,0.384
1773,0,0.334
1774,0,0.3
1775,0,0.261
1776,0,0.223
1777,0,0.221
1778,0,0.26
1779,0,0.291
1780,0.475,0.237
1781,0.663,0.362
1782,0.764,0.502
1783,0.814,0.461
1784,0.834,0.385
1785,0.833,0.31
1786,0.82,0.24
1787,0.799,0.173
1788,0.737,0.122
1789,0.653,0.107
1790,0.488,0.132
1791,0.147,0.254
1792,0,0.451
1793,0,0.485
1794,0,0.453
1795,0,0.415
1796,0,0.334
1797,0,0.223
1798,0,0.12
1799,0,0.052
1800,0,0.014
1801,0,0.002
1802,0,0.001
1803,0,0.001
1804,0.203,0.002
1805,0.526,0.009
1806,0.741,0.068
1807,0.796,0.113
1808,0.809,0.122
1809,0.799,0.105
1810,0.77,0.089
1811,0.696,0.08
1812,0.591,0.079
1813,0.493,0.09
1814,0.287,0.133
1815,0.058,0.26
1816,0,0.437
1817,0,0.476
1818,0,0.456
1819,0,0.4
1820,0,0.317
1821,0,0.229
1822,0,0.137
1823,0,0.076
1824,0,0.054
1825,0,0.06
1826,0,0.083
1827,0,0.103
1828,0.179,0.096
1829,0.366,0.117
1830,0.512,0.268
1831,0.591,0.318
1832,0.628,0.343
1833,0.653,0.339
1834,0.697,0.304
1835,0.712,0.258
1836,0.673,0.249
1837,0.622,0.271
1838,0.46,0.317
1839,0.141,0.421
1840,0,0.555
1841,0,0.562
1842,0,0.504
1843,0,0.433
1844,0,0.346
1845,0,0.257
1846,0,0.191
1847,0,0.134
1848,0,0.087
1849,0,0.051
1850,0,0.03
1851,0,0.02
1852,0.459,0.012
1853,0.701,0.013
1854,0.791,0.015
1855,0.827,0.009
1856,0.838,0.007
1857,0.835,0.005
1858,0.823,0.003
1859,0.8,0.002
1860,0.759,0.001
1861,0.656,0.003
1862,0.483,0.024
1863,0.13,0.201
1864,0,0.581
1865,0,0.686
1866,0,0.663
1867,0,0.583
1868,0,0.467
1869,0,0.346
1870,0,0.246
1871,0,0.175
1872,0,0.092
1873,0,0.049
1874,0,0.031
1875,0,0.015
1876,0.256,0.002
1877,0.512,0
1878,0.731,0
1879,0.79,0.001
1880,0.811,0.005
1881,0.81,0.014
1882,0.779,0.031
1883,0.728,0.066
1884,0.622,0.105
1885,0.526,0.164
1886,0.382,0.264
1887,0.077,0.399
1888,0,0.481
1889,0,0.452
1890,0,0.409
1891,0,0.374
1892,0,0.323
1893,0,0.304
1894,0,0.279
1895,0,0.231
1896,0,0.206
1897,0,0.205
1898,0,0.181
1899,0,0.151
1900,0.036,0.135
1901,0.135,0.214
1902,0.242,0.337
1903,0.402,0.317
1904,0.489,0.253
1905,0.529,0.211
1906,0.402,0.198
1907,0.293,0.204
1908,0.225,0.24
1909,0.231,0.319
1910,0.158,0.389
1911,0.052,0.434
1912,0,0.645
1913,0,0.714
1914,0,0.687
1915,0,0.658
1916,0,0.601
1917,0,0.496
1918,0,0.365
1919,0,0.261
1920,0,0.178
1921,0,0.144
1922,0,0.167
1923,0,0.208
1924,0.037,0.204
1925,0.158,0.278
1926,0.565,0.373
1927,0.759,0.381
1928,0.779,0.359
1929,0.76,0.346
1930,0.75,0.345
1931,0.71,0.34
1932,0.565,0.318
1933,0.369,0.288
1934,0.197,0.287
1935,0.057,0.282
1936,0,0.289
1937,0,0.216
1938,0,0.106
1939,0,0.035
1940,0,0.028
1941,0,0.054
1942,0,0.077
1943,0,0.108
1944,0,0.112
1945,0,0.11
1946,0,0.135
1947,0,0.201
1948,0.478,0.25
1949,0.704,0.132
1950,0.784,0.086
1951,0.816,0.03
1952,0.826,0.008
1953,0.823,0.012
1954,0.806,0.04
1955,0.757,0.081
1956,0.603,0.112
1957,0.451,0.131
1958,0.408,0.119
1959,0.236,0.095
1960,0,0.092
1961,0,0.081
1962,0,0.052
1963,0,0.02
1964,0,0.006
1965,0,0.003
1966,0,0.003
1967,0,0.003
1968,0,0.008
1969,0,0.012
1970,0,0.006
1971,0,0.001
1972,0.459,0
1973,0.681,0
1974,0.785,0
1975,0.792,0
1976,0.795,0.001
1977,0.807,0.003
1978,0.79,0.006
1979,0.768,0.012
1980,0.743,0.031
1981,0.687,0.068
1982,0.556,0.1
1983,0.224,0.107
1984,0,0.149
1985,0,0.231
1986,0,0.317
1987,0,0.389
1988,0,0.377
1989,0,0.334
1990,0,0.289
1991,0,0.265
1992,0,0.268
1993,0,0.31
1994,0,0.379
1995,0,0.459
1996,0.488,0.449
1997,0.698,0.225
1998,0.768,0.117
1999,0.753,0.083
2000,0.754,0.075
2001,0.718,0.077
2002,0.641,0.09
2003,0.559,0.106
2004,0.496,0.145
2005,0.376,0.211
2006,0.194,0.334
2007,0.032,0.496
2008,0,0.656
2009,0,0.706
2010,0,0.688
2011,0,0.628
2012,0,0.549
2013,0,0.522
2014,0,0.521
2015,0,0.52
2016,0,0.442
2017,0,0.408
2018,0,0.393
2019,0,0.411
2020,0.117,0.383
2021,0.29,0.484
2022,0.416,0.575
2023,0.506,0.588
2024,0.497,0.562
2025,0.448,0.551
2026,0.433,0.512
2027,0.365,0.501
2028,0.227,0.55
2029,0.134,0.615
2030,0.079,0.695
2031,0.028,0.687
2032,0,0.692
2033,0,0.707
2034,0,0.624
2035,0,0.572
2036,0,0.513
2037,0,0.481
2038,0,0.411
2039,0,0.303
2040,0,0.208
2041,0,0.146
2042,0,0.151
2043,0,0.168
2044,0.049,0.147
2045,0.184,0.311
2046,0.414,0.394
2047,0.596,0.343
2048,0.612,0.256
2049,0.625,0.181
2050,0.611,0.12
2051,0.51,0.095
2052,0.337,0.094
2053,0.259,0.137
2054,0.187,0.311
2055,0.034,0.658
2056,0,0.825
2057,0,0.81
2058,0,0.697
2059,0,0.619
2060,0,0.493
2061,0,0.401
2062,0,0.318
2063,0,0.25
2064,0,0.204
2065,0,0.151
2066,0,0.139
2067,0,0.139
2068,0.029,0.1
2069,0.143,0.077
2070,0.342,0.129
2071,0.548,0.09
2072,0.674,0.041
2073,0.74,0.021
2074,0.753,0.013
2075,0.737,0.008
2076,0.694,0.006
2077,0.615,0.009
2078,0.434,0.033
2079,0.139,0.163
2080,0,0.526
2081,0,0.614
2082,0,0.537
2083,0,0.389
2084,0,0.253
2085,0,0.141
2086,0,0.054
2087,0,0.026
2088,0,0.051
2089,0,0.1
2090,0,0.194
2091,0,0.358
2092,0.331,0.431
2093,0.533,0.219
2094,0.704,0.483
2095,0.775,0.578
2096,0.788,0.491
2097,0.79,0.428
2098,0.784,0.456
2099,0.771,0.513
2100,0.744,0.565
2101,0.692,0.59
2102,0.578,0.602
2103,0.243,0.628
2104,0,0.669
2105,0,0.667
2106,0,0.651
2107,0,0.605
2108,0,0.555
2109,0,0.531
2110,0,0.535
2111,0,0.634
2112,0,0.839
2113,0,0.922
2114,0,0.905
2115,0,0.875
2116,0.179,0.903
2117,0.49,0.933
2118,0.602,0.913
2119,0.549,0.884
2120,0.581,0.86
2121,0.563,0.819
2122,0.526,0.753
2123,0.471,0.706
2124,0.302,0.682
2125,0.147,0.657
2126,0.051,0.64
2127,0.003,0.599
2128,0,0.555
2129,0,0.587
2130,0,0.664
2131,0,0.7
2132,0,0.706
2133,0,0.697
2134,0,0.648
2135,0,0.546
2136,0,0.432
2137,0,0.354
2138,0,0.335
2139,0,0.346
2140,0.147,0.374
2141,0.58,0.401
2142,0.799,0.37
2143,0.847,0.34
2144,0.864,0.276
2145,0.863,0.198
2146,0.854,0.135
2147,0.833,0.096
2148,0.796,0.085
2149,0.726,0.089
2150,0.581,0.109
2151,0.272,0.214
2152,0,0.494
2153,0,0.628
2154,0,0.596
2155,0,0.471
2156,0,0.393
2157,0,0.367
2158,0,0.316
2159,0,0.235
2160,0,0.201
2161,0,0.2
2162,0,0.206
2163,0.003,0.184
2164,0.471,0.119
2165,0.71,0.078
2166,0.804,0.028
2167,0.844,0
2168,0.855,0
2169,0.854,0
2170,0.843,0
2171,0.823,0
2172,0.783,0
2173,0.691,0
2174,0.417,0.005
2175,0.074,0.06
2176,0,0.231
2177,0,0.305
2178,0,0.334
2179,0,0.361
2180,0,0.358
2181,0,0.292
2182,0,0.195
2183,0,0.109
2184,0,0.069
2185,0,0.062
2186,0,0.065
2187,0,0.076
2188,0.322,0.062
2189,0.644,0.095
2190,0.738,0.203
2191,0.779,0.214
2192,0.793,0.183
2193,0.785,0.15
2194,0.758,0.139
2195,0.712,0.142
2196,0.636,0.139
2197,0.491,0.131
2198,0.296,0.144
2199,0.099,0.274
2200,0,0.575
2201,0,0.68
2202,0,0.611
2203,0,0.495
2204,0,0.356
2205,0,0.247
2206,0,0.161
2207,0,0.074
2208,0,0.035
2209,0,0.048
2210,0,0.061
2211,0.006,0.095
2212,0.439,0.106
2213,0.68,0.097
2214,0.759,0.133
2215,0.791,0.11
2216,0.803,0.138
2217,0.804,0.232
2218,0.797,0.361
2219,0.783,0.462
2220,0.754,0.531
2221,0.699,0.581
2222,0.585,0.569
2223,0.274,0.405
2224,0,0.291
2225,0,0.222
2226,0,0.2
2227,0,0.239
2228,0,0.358
2229,0,0.488
2230,0,0.667
2231,0,0.762
2232,0,0.81
2233,0,0.811
2234,0,0.801
2235,0.012,0.797
2236,0.483,0.661
2237,0.686,0.59
2238,0.761,0.647
2239,0.793,0.549
2240,0.804,0.444
2241,0.801,0.374
2242,0.79,0.322
2243,0.757,0.278
2244,0.645,0.226
2245,0.351,0.164
2246,0.147,0.093
2247,0.086,0.036
2248,0,0.014
2249,0,0.007
2250,0,0.008
2251,0,0.018
2252,0,0.052
2253,0,0.101
2254,0,0.127
2255,0,0.13
2256,0,0.087
2257,0,0.049
2258,0,0.049
2259,0,0.076
2260,0.049,0.09
2261,0.186,0.068
2262,0.425,0.254
2263,0.597,0.545
2264,0.742,0.602
2265,0.762,0.593
2266,0.756,0.581
2267,0.744,0.572
2268,0.676,0.562
2269,0.58,0.523
2270,0.383,0.435
2271,0.122,0.322
2272,0,0.276
2273,0,0.176
2274,0,0.134
2275,0,0.192
2276,0,0.18
2277,0,0.153
2278,0,0.159
2279,0,0.244
2280,0,0.45
2281,0,0.501
2282,0,0.417
2283,0.007,0.369
2284,0.324,0.29
2285,0.584,0.313
2286,0.636,0.349
2287,0.625,0.214
2288,0.714,0.124
2289,0.724,0.11
2290,0.674,0.16
2291,0.577,0.261
2292,0.436,0.316
2293,0.287,0.304
2294,0.131,0.271
2295,0.037,0.209
2296,0,0.148
2297,0,0.069
2298,0,0.026
2299,0,0.012
2300,0,0.015
2301,0,0.028
2302,0,0.052
2303,0,0.085
2304,0,0.133
2305,0,0.216
2306,0,0.343
2307,0.019,0.355
2308,0.458,0.184
2309,0.655,0.025
2310,0.716,0.004
2311,0.749,0.003
2312,0.788,0.06
2313,0.789,0.193
2314,0.779,0.161
2315,0.762,0.13
2316,0.693,0.146
2317,0.64,0.163
2318,0.493,0.187
2319,0.268,0.214
2320,0,0.22
2321,0,0.143
2322,0,0.09
2323,0,0.082
2324,0,0.126
2325,0,0.248
2326,0,0.389
2327,0,0.45
2328,0,0.359
2329,0,0.204
2330,0,0.086
2331,0.026,0.028
2332,0.499,0.007
2333,0.698,0.001
2334,0.765,0
2335,0.79,0
2336,0.8,0
2337,0.801,0
2338,0.795,0
2339,0.782,0
2340,0.744,0.001
2341,0.681,0.012
2342,0.569,0.036
2343,0.297,0.122
2344,0,0.405
2345,0,0.62
2346,0,0.666
2347,0,0.641
2348,0,0.6
2349,0,0.576
2350,0,0.572
2351,0,0.553
2352,0,0.515
2353,0,0.464
2354,0,0.46
2355,0.036,0.509
2356,0.513,0.496
2357,0.691,0.29
2358,0.752,0.254
2359,0.777,0.201
2360,0.786,0.182
2361,0.779,0.192
2362,0.774,0.223
2363,0.762,0.258
2364,0.734,0.277
2365,0.684,0.282
2366,0.579,0.282
2367,0.329,0.277
2368,0,0.313
2369,0,0.331
2370,0,0.333
2371,0,0.353
2372,0,0.4
2373,0,0.481
2374,0,0.572
2375,0,0.629
2376,0,0.64
2377,0,0.615
2378,0,0.606
2379,0.037,0.636
2380,0.483,0.61
2381,0.661,0.511
2382,0.732,0.849
2383,0.767,0.911
2384,0.783,0.945
2385,0.787,0.962
2386,0.783,0.972
2387,0.771,0.981
2388,0.744,0.985
2389,0.7,0.988
2390,0.605,0.988
2391,0.364,0.973
2392,0,0.96
2393,0,0.965
2394,0,0.972
2395,0,0.949
2396,0,0.931
2397,0,0.937
2398,0,0.935
2399,0,0.895
2400,0,0.856
2401,0,0.848
2402,0,0.85
2403,0.047,0.836
2404,0.543,0.836
2405,0.746,0.979
2406,0.816,0.982
2407,0.844,0.978
2408,0.852,0.975
2409,0.847,0.971
2410,0.842,0.969
2411,0.831,0.967
2412,0.803,0.969
2413,0.756,0.971
2414,0.655,0.96
2415,0.376,0.907
2416,0,0.795
2417,0,0.75
2418,0,0.688
2419,0,0.609
2420,0,0.535
2421,0,0.479
2422,0,0.393
2423,0,0.206
2424,0,0.057
2425,0,0.015
2426,0,0.06
2427,0.041,0.182
2428,0.482,0.189
2429,0.702,0.158
2430,0.749,0.282
2431,0.722,0.331
2432,0.674,0.362
2433,0.695,0.4
2434,0.644,0.439
2435,0.577,0.482
2436,0.553,0.471
2437,0.558,0.38
2438,0.526,0.194
2439,0.278,0.029
2440,0,0.002
2441,0,0.118
2442,0,0.289
2443,0,0.358
2444,0,0.29
2445,0,0.197
2446,0,0.142
2447,0,0.137
2448,0,0.273
2449,0,0.561
2450,0,0.744
2451,0.035,0.79
2452,0.456,0.723
2453,0.665,0.862
2454,0.72,0.855
2455,0.749,0.828
2456,0.747,0.806
2457,0.73,0.797
2458,0.688,0.789
2459,0.64,0.756
2460,0.603,0.746
2461,0.521,0.751
2462,0.378,0.745
2463,0.178,0.737
2464,0,0.67
2465,0,0.513
2466,0,0.299
2467,0,0.131
2468,0,0.05
2469,0,0.015
2470,0,0.003
2471,0,0.001
2472,0,0
2473,0,0
2474,0,0.012
2475,0.051,0.074
2476,0.507,0.114
2477,0.714,0.164
2478,0.791,0.234
2479,0.819,0.299
2480,0.827,0.305
2481,0.825,0.3
2482,0.818,0.317
2483,0.805,0.346
2484,0.78,0.36
2485,0.733,0.34
2486,0.635,0.287
2487,0.391,0.193
2488,0,0.17
2489,0,0.218
2490,0,0.284
2491,0,0.316
2492,0,0.331
2493,0,0.305
2494,0,0.241
2495,0,0.187
2496,0,0.176
2497,0,0.192
2498,0,0.2
2499,0.025,0.177
2500,0.324,0.118
2501,0.563,0.09
2502,0.746,0.167
2503,0.792,0.195
2504,0.795,0.216
2505,0.797,0.245
2506,0.793,0.266
2507,0.779,0.284
2508,0.744,0.296
2509,0.688,0.31
2510,0.571,0.382
2511,0.277,0.575
2512,0,0.837
2513,0,0.882
2514,0,0.837
2515,0,0.78
2516,0,0.735
2517,0,0.628
2518,0,0.483
2519,0,0.403
2520,0,0.334
2521,0,0.284
2522,0,0.254
2523,0.023,0.206
2524,0.153,0.125
2525,0.201,0.131
2526,0.251,0.159
2527,0.392,0.214
2528,0.528,0.143
2529,0.633,0.107
2530,0.678,0.158
2531,0.619,0.315
2532,0.464,0.463
2533,0.227,0.491
2534,0.102,0.399
2535,0.037,0.294
2536,0,0.476
2537,0,0.704
2538,0,0.797
2539,0,0.839
2540,0,0.865
2541,0,0.833
2542,0,0.805
2543,0,0.789
2544,0,0.735
2545,0,0.671
2546,0,0.628
2547,0.065,0.576
2548,0.48,0.376
2549,0.668,0.493
2550,0.742,0.426
2551,0.775,0.34
2552,0.79,0.493
2553,0.797,0.708
2554,0.796,0.839
2555,0.786,0.883
2556,0.759,0.871
2557,0.706,0.862
2558,0.53,0.915
2559,0.186,0.937
2560,0,0.906
2561,0,0.866
2562,0,0.853
2563,0,0.896
2564,0,0.915
2565,0,0.897
2566,0,0.886
2567,0,0.89
2568,0,0.924
2569,0,0.92
2570,0,0.928
2571,0.073,0.931
2572,0.489,0.949
2573,0.682,0.982
2574,0.765,0.974
2575,0.802,0.958
2576,0.816,0.933
2577,0.815,0.897
2578,0.809,0.821
2579,0.796,0.658
2580,0.767,0.456
2581,0.719,0.336
2582,0.616,0.298
2583,0.379,0.244
2584,0,0.159
2585,0,0.066
2586,0,0.012
2587,0,0.001
2588,0,0.001
2589,0,0.002
2590,0,0.006
2591,0,0.016
2592,0,0.01
2593,0,0.002
2594,0,0.032
2595,0.096,0.16
2596,0.528,0.182
2597,0.707,0.269
2598,0.778,0.165
2599,0.809,0.051
2600,0.82,0
2601,0.819,0
2602,0.813,0
2603,0.8,0
2604,0.773,0
2605,0.727,0
2606,0.632,0
2607,0.384,0.046
2608,0,0.36
2609,0,0.534
2610,0,0.536
2611,0,0.485
2612,0,0.429
2613,0,0.389
2614,0,0.325
2615,0,0.244
2616,0,0.198
2617,0,0.188
2618,0,0.212
2619,0.069,0.234
2620,0.455,0.151
2621,0.635,0.13
2622,0.716,0.266
2623,0.748,0.308
2624,0.764,0.295
2625,0.783,0.282
2626,0.779,0.31
2627,0.762,0.379
2628,0.725,0.439
2629,0.654,0.454
2630,0.567,0.487
2631,0.336,0.549
2632,0,0.781
2633,0,0.859
2634,0,0.831
2635,0,0.78
2636,0,0.697
2637,0,0.558
2638,0,0.389
2639,0,0.277
2640,0,0.262
2641,0,0.282
2642,0,0.269
2643,0.06,0.264
2644,0.432,0.183
2645,0.646,0.289
2646,0.695,0.526
2647,0.735,0.324
2648,0.741,0.133
2649,0.725,0.054
2650,0.668,0.051
2651,0.564,0.078
2652,0.441,0.108
2653,0.294,0.151
2654,0.14,0.164
2655,0.037,0.133
2656,0,0.138
2657,0,0.124
2658,0,0.193
2659,0,0.329
2660,0,0.375
2661,0,0.321
2662,0,0.262
2663,0,0.223
2664,0,0.144
2665,0,0.092
2666,0,0.065
2667,0,0.05
2668,0.025,0.038
2669,0.097,0.027
2670,0.288,0.046
2671,0.493,0.06
2672,0.661,0.048
2673,0.665,0.021
2674,0.52,0.019
2675,0.345,0.018
2676,0.23,0.063
2677,0.138,0.086
2678,0.055,0.057
2679,0.012,0.049
2680,0,0.09
2681,0,0.121
2682,0,0.122
2683,0,0.119
2684,0,0.132
2685,0,0.137
2686,0,0.133
2687,0,0.133
2688,0,0.08
2689,0,0.06
2690,0,0.069
2691,0.057,0.079
2692,0.325,0.054
2693,0.549,0.043
2694,0.681,0.059
2695,0.75,0.049
2696,0.775,0.033
2697,0.776,0.024
2698,0.77,0.017
2699,0.756,0.01
2700,0.724,0.016
2701,0.667,0.035
2702,0.562,0.109
2703,0.263,0.389
2704,0,0.762
2705,0,0.808
2706,0,0.696
2707,0,0.457
2708,0,0.304
2709,0,0.235
2710,0,0.225
2711,0,0.279
2712,0,0.29
2713,0,0.307
2714,0,0.334
2715,0,0.291
2716,0.062,0.276
2717,0.137,0.324
2718,0.159,0.295
2719,0.128,0.345
2720,0.187,0.54
2721,0.277,0.717
2722,0.453,0.815
2723,0.642,0.772
2724,0.633,0.604
2725,0.559,0.447
2726,0.467,0.323
2727,0.28,0.163
2728,0.002,0.081
2729,0,0.054
2730,0,0.045
2731,0,0.037
2732,0,0.023
2733,0,0.021
2734,0,0.058
2735,0,0.127
2736,0,0.205
2737,0,0.262
2738,0,0.302
2739,0.133,0.34
2740,0.509,0.274
2741,0.677,0.122
2742,0.741,0.083
2743,0.77,0.062
2744,0.782,0.045
2745,0.781,0.031
2746,0.776,0.021
2747,0.764,0.02
2748,0.741,0.02
2749,0.691,0.023
2750,0.567,0.05
2751,0.341,0.198
2752,0.006,0.53
2753,0,0.7
2754,0,0.753
2755,0,0.745
2756,0,0.718
2757,0,0.685
2758,0,0.635
2759,0,0.476
2760,0,0.346
2761,0,0.32
2762,0,0.367
2763,0.101,0.411
2764,0.447,0.327
2765,0.647,0.456
2766,0.731,0.518
2767,0.765,0.503
2768,0.781,0.48
2769,0.788,0.454
2770,0.781,0.433
2771,0.762,0.421
2772,0.734,0.412
2773,0.684,0.409
2774,0.581,0.436
2775,0.303,0.538
2776,0,0.774
2777,0,0.859
2778,0,0.834
2779,0,0.688
2780,0,0.559
2781,0,0.457
2782,0,0.394
2783,0,0.355
2784,0,0.323
2785,0,0.379
2786,0,0.459
2787,0.082,0.486
2788,0.324,0.346
2789,0.543,0.425
2790,0.686,0.597
2791,0.759,0.513
2792,0.772,0.302
2793,0.771,0.141
2794,0.767,0.067
2795,0.756,0.041
2796,0.731,0.045
2797,0.685,0.062
2798,0.587,0.083
2799,0.348,0.121
2800,0.007,0.24
2801,0,0.375
2802,0,0.451
2803,0,0.496
2804,0,0.545
2805,0,0.497
2806,0,0.426
2807,0,0.264
2808,0,0.128
2809,0,0.063
2810,0,0.041
2811,0.133,0.031
2812,0.469,0.016
2813,0.645,0.002
2814,0.719,0.001
2815,0.752,0.01
2816,0.763,0.044
2817,0.764,0.08
2818,0.759,0.111
2819,0.745,0.134
2820,0.723,0.149
2821,0.674,0.162
2822,0.566,0.194
2823,0.367,0.252
2824,0.012,0.379
2825,0,0.553
2826,0,0.651
2827,0,0.699
2828,0,0.696
2829,0,0.637
2830,0,0.531
2831,0,0.418
2832,0,0.243
2833,0,0.094
2834,0,0.028
2835,0.13,0.01
2836,0.454,0.009
2837,0.636,0.005
2838,0.708,0.022
2839,0.74,0.042
2840,0.758,0.056
2841,0.766,0.074
2842,0.762,0.066
2843,0.735,0.073
2844,0.711,0.068
2845,0.667,0.07
2846,0.552,0.155
2847,0.273,0.486
2848,0.005,0.768
2849,0,0.777
2850,0,0.706
2851,0,0.647
2852,0,0.617
2853,0,0.547
2854,0,0.389
2855,0,0.313
2856,0,0.259
2857,0,0.206
2858,0,0.153
2859,0.114,0.134
2860,0.394,0.09
2861,0.498,0.09
2862,0.636,0.165
2863,0.741,0.169
2864,0.776,0.234
2865,0.781,0.326
2866,0.78,0.401
2867,0.77,0.434
2868,0.751,0.439
2869,0.714,0.42
2870,0.635,0.37
2871,0.458,0.262
2872,0.029,0.159
2873,0,0.07
2874,0,0.022
2875,0,0.017
2876,0,0.03
2877,0,0.036
2878,0,0.029
2879,0,0.026
2880,0,0.035
2881,0,0.091
2882,0,0.279
2883,0.198,0.46
2884,0.531,0.382
2885,0.683,0.329
2886,0.745,0.288
2887,0.774,0.17
2888,0.786,0.074
2889,0.787,0.024
2890,0.784,0.008
2891,0.775,0.006
2892,0.747,0.008
2893,0.706,0.014
2894,0.623,0.022
2895,0.402,0.024
2896,0.023,0.053
2897,0,0.119
2898,0,0.206
2899,0,0.304
2900,0,0.407
2901,0,0.373
2902,0,0.267
2903,0,0.147
2904,0,0.086
2905,0,0.077
2906,0,0.078
2907,0.06,0.067
2908,0.274,0.034
2909,0.611,0.035
