t,solar,wind
2910,0.701,0.076
2911,0.745,0.123
2912,0.764,0.15
2913,0.749,0.129
2914,0.67,0.112
2915,0.658,0.07
2916,0.543,0.033
2917,0.274,0.023
2918,0.084,0.042
2919,0.018,0.083
2920,0,0.115
2921,0,0.164
2922,0,0.33
2923,0,0.541
2924,0,0.673
2925,0,0.659
2926,0,0.548
2927,0,0.371
2928,0,0.203
2929,0,0.135
2930,0,0.122
2931,0.008,0.1
2932,0.084,0.111
2933,0.239,0.1
2934,0.492,0.045
2935,0.589,0.013
2936,0.629,0.001
2937,0.678,0
2938,0.647,0
2939,0.57,0
2940,0.523,0
2941,0.471,0
2942,0.469,0.003
2943,0.347,0.003
2944,0.022,0.12
2945,0,0.381
2946,0,0.458
2947,0,0.444
2948,0,0.417
2949,0,0.386
2950,0,0.268
2951,0,0.175
2952,0,0.111
2953,0,0.113
2954,0,0.134
2955,0.036,0.123
2956,0.2,0.176
2957,0.543,0.219
2958,0.666,0.176
2959,0.711,0.119
2960,0.743,0.092
2961,0.761,0.085
2962,0.765,0.094
2963,0.755,0.119
2964,0.72,0.147
2965,0.651,0.186
2966,0.487,0.299
2967,0.298,0.544
2968,0.015,0.71
2969,0,0.705
2970,0,0.683
2971,0,0.656
2972,0,0.598
2973,0,0.507
2974,0,0.404
2975,0,0.316
2976,0,0.244
2977,0,0.16
2978,0,0.105
2979,0.121,0.073
2980,0.393,0.093
2981,0.575,0.19
2982,0.626,0.193
2983,0.645,0.181
2984,0.656,0.182
2985,0.668,0.189
2986,0.668,0.188
2987,0.653,0.192
2988,0.523,0.247
2989,0.353,0.36
2990,0.178,0.544
2991,0.061,0.721
2992,0,0.808
2993,0,0.806
2994,0,0.792
2995,0,0.793
2996,0,0.784
2997,0,0.754
2998,0,0.697
2999,0,0.602
3000,0,0.506
3001,0,0.367
3002,0,0.233
3003,0.016,0.177
3004,0.148,0.143
3005,0.331,0.161
3006,0.495,0.167
3007,0.619,0.102
3008,0.729,0.03
3009,0.756,0.011
3010,0.756,0.032
3011,0.742,0.1
3012,0.713,0.208
3013,0.653,0.372
3014,0.481,0.591
3015,0.26,0.789
3016,0.013,0.858
3017,0,0.853
3018,0,0.806
3019,0,0.729
3020,0,0.631
3021,0,0.625
3022,0,0.566
3023,0,0.506
3024,0,0.38
3025,0,0.269
3026,0,0.174
3027,0.125,0.106
3028,0.362,0.09
3029,0.594,0.054
3030,0.693,0.024
3031,0.738,0.045
3032,0.755,0.084
3033,0.75,0.128
3034,0.75,0.18
3035,0.744,0.239
3036,0.722,0.313
3037,0.663,0.409
3038,0.42,0.454
3039,0.111,0.331
3040,0,0.254
3041,0,0.234
3042,0,0.229
3043,0,0.176
3044,0,0.2
3045,0,0.313
3046,0,0.272
3047,0,0.235
3048,0,0.346
3049,0,0.531
3050,0,0.64
3051,0.226,0.662
3052,0.515,0.538
3053,0.681,0.8
3054,0.754,0.725
3055,0.787,0.601
3056,0.77,0.518
3057,0.705,0.538
3058,0.626,0.61
3059,0.608,0.672
3060,0.553,0.643
3061,0.52,0.526
3062,0.524,0.373
3063,0.442,0.178
3064,0.055,0.056
3065,0,0.024
3066,0,0.034
3067,0,0.063
3068,0,0.099
3069,0,0.13
3070,0,0.171
3071,0,0.258
3072,0,0.401
3073,0,0.542
3074,0,0.599
3075,0.259,0.55
3076,0.531,0.31
3077,0.684,0.244
3078,0.749,0.2
3079,0.779,0.188
3080,0.791,0.176
3081,0.784,0.169
3082,0.78,0.183
3083,0.768,0.228
3084,0.749,0.293
3085,0.681,0.389
3086,0.576,0.537
3087,0.294,0.709
3088,0.027,0.774
3089,0,0.81
3090,0,0.905
3091,0,0.906
3092,0,0.845
3093,0,0.756
3094,0,0.628
3095,0,0.547
3096,0,0.456
3097,0,0.354
3098,0,0.252
3099,0.017,0.204
3100,0.103,0.305
3101,0.182,0.358
3102,0.248,0.261
3103,0.324,0.094
3104,0.337,0.03
3105,0.41,0.021
3106,0.5,0.021
3107,0.529,0.033
3108,0.529,0.068
3109,0.449,0.137
3110,0.329,0.258
3111,0.183,0.435
3112,0.01,0.584
3113,0,0.627
3114,0,0.581
3115,0,0.439
3116,0,0.321
3117,0,0.234
3118,0,0.173
3119,0,0.125
3120,0,0.089
3121,0,0.059
3122,0,0.029
3123,0.013,0.012
3124,0.111,0.004
3125,0.279,0.003
3126,0.546,0.008
3127,0.72,0.01
3128,0.774,0.008
3129,0.749,0.005
3130,0.703,0.007
3131,0.646,0.014
3132,0.562,0.021
3133,0.497,0.016
3134,0.351,0.005
3135,0.279,0
3136,0.042,0.024
3137,0,0.239
3138,0,0.386
3139,0,0.389
3140,0,0.313
3141,0,0.232
3142,0,0.169
3143,0,0.142
3144,0,0.134
3145,0,0.112
3146,0,0.078
3147,0.073,0.052
3148,0.292,0.038
3149,0.463,0.055
3150,0.587,0.105
3151,0.666,0.202
3152,0.722,0.293
3153,0.759,0.343
3154,0.751,0.364
3155,0.726,0.371
3156,0.661,0.361
3157,0.58,0.374
3158,0.437,0.481
3159,0.222,0.632
3160,0.024,0.679
3161,0,0.606
3162,0,0.592
3163,0,0.571
3164,0,0.478
3165,0,0.325
3166,0,0.189
3167,0,0.076
3168,0,0.015
3169,0,0.059
3170,0,0.168
3171,0.113,0.208
3172,0.398,0.11
3173,0.585,0.076
3174,0.599,0.074
3175,0.585,0.082
3176,0.563,0.083
3177,0.51,0.074
3178,0.444,0.065
3179,0.335,0.051
3180,0.21,0.031
3181,0.149,0.019
3182,0.089,0.038
3183,0.036,0.133
3184,0,0.155
3185,0,0.119
3186,0,0.074
3187,0,0.021
3188,0,0
3189,0,0.001
3190,0,0.043
3191,0,0.138
3192,0,0.227
3193,0,0.282
3194,0,0.313
3195,0.2,0.294
3196,0.53,0.128
3197,0.677,0.048
3198,0.74,0.01
3199,0.771,0.006
3200,0.785,0.009
3201,0.787,0.015
3202,0.784,0.016
3203,0.773,0.011
3204,0.75,0.003
3205,0.709,0
3206,0.627,0
3207,0.456,0.007
3208,0.077,0.173
3209,0,0.475
3210,0,0.574
3211,0,0.562
3212,0,0.493
3213,0,0.37
3214,0,0.273
3215,0,0.245
3216,0,0.143
3217,0,0.073
3218,0,0.039
3219,0.152,0.023
3220,0.455,0.021
3221,0.645,0.023
3222,0.707,0.011
3223,0.751,0.002
3224,0.768,0
3225,0.773,0
3226,0.772,0
3227,0.762,0
3228,0.74,0.007
3229,0.698,0.024
3230,0.612,0.059
3231,0.424,0.17
3232,0.068,0.528
3233,0,0.729
3234,0,0.725
3235,0,0.622
3236,0,0.512
3237,0,0.401
3238,0,0.36
3239,0,0.272
3240,0,0.185
3241,0,0.128
3242,0,0.091
3243,0.089,0.055
3244,0.356,0.092
3245,0.615,0.162
3246,0.699,0.179
3247,0.736,0.168
3248,0.753,0.137
3249,0.757,0.102
3250,0.753,0.076
3251,0.741,0.071
3252,0.716,0.097
3253,0.67,0.168
3254,0.578,0.321
3255,0.384,0.626
3256,0.058,0.848
3257,0,0.884
3258,0,0.864
3259,0,0.796
3260,0,0.76
3261,0,0.682
3262,0,0.464
3263,0,0.259
3264,0,0.223
3265,0,0.285
3266,0,0.302
3267,0.128,0.214
3268,0.438,0.156
3269,0.607,0.16
3270,0.704,0.075
3271,0.743,0.019
3272,0.759,0.007
3273,0.764,0.011
3274,0.762,0.028
3275,0.755,0.062
3276,0.733,0.105
3277,0.698,0.123
3278,0.628,0.101
3279,0.47,0.037
3280,0.096,0.062
3281,0,0.392
3282,0,0.483
3283,0,0.193
3284,0,0.066
3285,0,0.225
3286,0,0.243
3287,0,0.212
3288,0,0.271
3289,0,0.439
3290,0,0.668
3291,0.169,0.738
3292,0.35,0.575
3293,0.504,0.808
3294,0.739,0.818
3295,0.773,0.704
3296,0.788,0.682
3297,0.786,0.7
3298,0.787,0.735
3299,0.781,0.756
3300,0.764,0.753
3301,0.732,0.724
3302,0.665,0.662
3303,0.517,0.54
3304,0.125,0.488
3305,0,0.528
3306,0,0.515
3307,0,0.461
3308,0,0.404
3309,0,0.31
3310,0,0.175
3311,0,0.059
3312,0,0.009
3313,0,0.005
3314,0,0.003
3315,0.253,0.001
3316,0.57,0
3317,0.695,0.017
3318,0.748,0.021
3319,0.772,0.019
3320,0.781,0.03
3321,0.782,0.051
3322,0.777,0.083
3323,0.765,0.13
3324,0.736,0.212
3325,0.69,0.343
3326,0.591,0.498
3327,0.364,0.675
3328,0.066,0.865
3329,0,0.932
3330,0,0.931
3331,0,0.923
3332,0,0.904
3333,0,0.869
3334,0,0.819
3335,0,0.787
3336,0,0.761
3337,0,0.667
3338,0,0.519
3339,0.151,0.346
3340,0.489,0.299
3341,0.665,0.31
3342,0.731,0.244
3343,0.762,0.355
3344,0.775,0.586
3345,0.773,0.759
3346,0.763,0.849
3347,0.753,0.902
3348,0.742,0.931
3349,0.705,0.944
3350,0.572,0.945
3351,0.236,0.91
3352,0.012,0.851
3353,0,0.779
3354,0,0.719
3355,0,0.758
3356,0,0.786
3357,0,0.787
3358,0,0.773
3359,0,0.745
3360,0,0.688
3361,0,0.625
3362,0,0.574
3363,0.262,0.446
3364,0.6,0.773
3365,0.736,0.876
3366,0.792,0.84
3367,0.814,0.757
3368,0.821,0.701
3369,0.819,0.727
3370,0.814,0.77
3371,0.803,0.783
3372,0.781,0.767
3373,0.747,0.717
3374,0.683,0.608
3375,0.542,0.374
3376,0.156,0.226
3377,0,0.271
3378,0,0.348
3379,0,0.401
3380,0,0.404
3381,0,0.285
3382,0,0.181
3383,0,0.182
3384,0,0.204
3385,0,0.212
3386,0,0.221
3387,0.3,0.245
3388,0.607,0.155
3389,0.719,0.119
3390,0.762,0.095
3391,0.78,0.1
3392,0.785,0.171
3393,0.78,0.287
3394,0.776,0.376
3395,0.767,0.404
3396,0.749,0.367
3397,0.717,0.348
3398,0.652,0.443
3399,0.49,0.687
3400,0.125,0.901
3401,0,0.93
3402,0,0.904
3403,0,0.879
3404,0,0.818
3405,0,0.716
3406,0,0.603
3407,0,0.517
3408,0,0.512
3409,0,0.482
3410,0,0.451
3411,0.111,0.412
3412,0.395,0.402
3413,0.591,0.504
3414,0.685,0.471
3415,0.729,0.433
3416,0.749,0.421
3417,0.748,0.421
3418,0.747,0.421
3419,0.735,0.422
3420,0.709,0.436
3421,0.658,0.461
3422,0.555,0.513
3423,0.331,0.625
3424,0.054,0.851
3425,0,0.939
3426,0,0.934
3427,0,0.912
3428,0,0.867
3429,0,0.81
3430,0,0.714
3431,0,0.616
3432,0,0.539
3433,0,0.503
3434,0,0.458
3435,0.084,0.371
3436,0.319,0.468
3437,0.542,0.485
3438,0.639,0.421
3439,0.687,0.369
3440,0.708,0.308
3441,0.708,0.249
3442,0.695,0.215
3443,0.667,0.212
3444,0.594,0.279
3445,0.503,0.436
3446,0.403,0.637
3447,0.226,0.801
3448,0.029,0.897
3449,0,0.943
3450,0,0.937
3451,0,0.916
3452,0,0.871
3453,0,0.83
3454,0,0.774
3455,0,0.668
3456,0,0.562
3457,0,0.462
3458,0,0.416
3459,0.084,0.382
3460,0.335,0.506
3461,0.522,0.486
3462,0.637,0.407
3463,0.685,0.377
3464,0.708,0.379
3465,0.703,0.392
3466,0.703,0.411
3467,0.675,0.429
3468,0.576,0.458
3469,0.448,0.531
3470,0.312,0.671
3471,0.146,0.828
3472,0.028,0.919
3473,0,0.948
3474,0,0.916
3475,0,0.853
3476,0,0.811
3477,0,0.782
3478,0,0.735
3479,0,0.659
3480,0,0.569
3481,0,0.453
3482,0,0.384
3483,0.08,0.346
3484,0.323,0.513
3485,0.528,0.593
3486,0.609,0.537
3487,0.66,0.43
3488,0.677,0.34
3489,0.657,0.295
3490,0.589,0.306
3491,0.369,0.288
3492,0.286,0.175
3493,0.272,0.279
3494,0.203,0.562
3495,0.156,0.765
3496,0.055,0.868
3497,0,0.888
3498,0,0.864
3499,0,0.834
3500,0,0.777
3501,0,0.659
3502,0,0.551
3503,0,0.446
3504,0,0.323
3505,0,0.236
3506,0,0.17
3507,0.173,0.123
3508,0.427,0.117
3509,0.566,0.149
3510,0.652,0.133
3511,0.68,0.134
3512,0.687,0.176
3513,0.697,0.251
3514,0.734,0.322
3515,0.728,0.367
3516,0.704,0.409
3517,0.655,0.496
3518,0.557,0.637
3519,0.369,0.696
3520,0.069,0.831
3521,0,0.895
3522,0,0.911
3523,0,0.888
3524,0,0.837
3525,0,0.75
3526,0,0.688
3527,0,0.637
3528,0,0.628
3529,0,0.669
3530,0,0.697
3531,0.243,0.653
3532,0.553,0.414
3533,0.683,0.43
3534,0.739,0.166
3535,0.764,0.068
3536,0.774,0.085
3537,0.777,0.15
3538,0.775,0.229
3539,0.768,0.307
3540,0.751,0.341
3541,0.718,0.318
3542,0.65,0.214
3543,0.499,0.079
3544,0.162,0.01
3545,0,0.085
3546,0,0.358
3547,0,0.494
3548,0,0.488
3549,0,0.458
3550,0,0.458
3551,0,0.426
3552,0,0.289
3553,0,0.127
3554,0,0.022
3555,0.169,0.022
3556,0.508,0.086
3557,0.663,0.232
3558,0.723,0.259
3559,0.75,0.23
3560,0.762,0.231
3561,0.764,0.217
3562,0.765,0.185
3563,0.759,0.15
3564,0.74,0.112
3565,0.707,0.075
3566,0.639,0.043
3567,0.422,0.015
3568,0.119,0.021
3569,0,0.131
3570,0,0.373
3571,0,0.549
3572,0,0.622
3573,0,0.58
3574,0,0.481
3575,0,0.43
3576,0,0.408
3577,0,0.449
3578,0,0.443
3579,0.023,0.439
3580,0.136,0.421
3581,0.284,0.323
3582,0.407,0.246
3583,0.469,0.242
3584,0.504,0.295
3585,0.533,0.324
3586,0.51,0.332
3587,0.431,0.348
3588,0.328,0.364
3589,0.191,0.31
3590,0.098,0.182
3591,0.069,0.099
3592,0.022,0.091
3593,0,0.201
3594,0,0.308
3595,0,0.371
3596,0,0.389
3597,0,0.335
3598,0,0.259
3599,0,0.199
3600,0,0.113
3601,0,0.046
3602,0,0.018
3603,0.056,0.009
3604,0.231,0.007
3605,0.453,0.012
3606,0.569,0.021
3607,0.624,0.035
3608,0.649,0.058
3609,0.652,0.086
3610,0.641,0.121
3611,0.624,0.17
3612,0.552,0.236
3613,0.467,0.349
3614,0.312,0.5
3615,0.177,0.675
3616,0.043,0.772
3617,0,0.761
3618,0,0.74
3619,0,0.701
3620,0,0.622
3621,0,0.555
3622,0,0.493
3623,0,0.423
3624,0,0.298
3625,0,0.192
3626,0,0.118
3627,0.088,0.102
3628,0.292,0.236
3629,0.42,0.384
3630,0.557,0.401
3631,0.609,0.364
3632,0.633,0.353
3633,0.635,0.336
3634,0.609,0.301
3635,0.626,0.263
3636,0.61,0.28
3637,0.59,0.374
3638,0.512,0.531
3639,0.306,0.701
3640,0.072,0.762
3641,0,0.742
3642,0,0.688
3643,0,0.583
3644,0,0.446
3645,0,0.232
3646,0,0.115
3647,0,0.106
3648,0,0.1
3649,0,0.096
3650,0,0.209
3651,0.004,0.23
3652,0.052,0.264
3653,0.13,0.364
3654,0.23,0.412
3655,0.414,0.404
3656,0.589,0.427
3657,0.558,0.625
3658,0.484,0.792
3659,0.41,0.852
3660,0.396,0.852
3661,0.309,0.831
3662,0.214,0.795
3663,0.172,0.725
3664,0.057,0.642
3665,0,0.599
3666,0,0.025
3667,0,0.024
3668,0,0.032
3669,0,0.072
3670,0,0.075
3671,0,0.092
3672,0,0.064
3673,0,0.047
3674,0,0.064
3675,0.009,0.084
3676,0.074,0.125
3677,0.158,0.233
3678,0.231,0.343
3679,0.277,0.377
3680,0.39,0.345
3681,0.492,0.355
3682,0.594,0.409
3683,0.614,0.474
3684,0.474,0.585
3685,0.319,0.684
3686,0.288,0.742
3687,0.264,0.764
3688,0.091,0.706
3689,0,0.536
3690,0,0.376
3691,0,0.215
3692,0,0.124
3693,0,0.103
3694,0,0.124
3695,0,0.177
3696,0,0.176
3697,0,0.177
3698,0,0.09
3699,0.033,0.018
3700,0.245,0.007
3701,0.406,0.007
3702,0.56,0.009
3703,0.656,0.008
3704,0.674,0.003
3705,0.673,0.002
3706,0.67,0.002
3707,0.661,0.001
3708,0.643,0
3709,0.602,0
3710,0.452,0.016
3711,0.216,0.21
3712,0.066,0.661
3713,0,0.801
3714,0,0.779
3715,0,0.644
3716,0,0.44
3717,0,0.218
3718,0,0.079
3719,0,0.035
3720,0,0.022
3721,0,0.003
3722,0,0.018
3723,0.038,0.036
3724,0.318,0.049
3725,0.526,0.062
3726,0.6,0.03
3727,0.676,0.014
3728,0.697,0.012
3729,0.712,0.013
3730,0.712,0.017
3731,0.69,0.024
3732,0.627,0.033
3733,0.524,0.046
3734,0.28,0.066
3735,0.078,0.099
3736,0.005,0.154
3737,0,0.21
3738,0,0.292
3739,0,0.31
3740,0,0.188
3741,0,0.092
3742,0,0.043
3743,0,0.016
3744,0,0.013
3745,0,0.045
3746,0,0.156
3747,0.241,0.308
3748,0.531,0.282
3749,0.662,0.333
3750,0.723,0.327
3751,0.75,0.313
3752,0.762,0.317
3753,0.765,0.348
3754,0.761,0.394
3755,0.75,0.426
3756,0.728,0.421
3757,0.69,0.392
3758,0.618,0.336
3759,0.478,0.221
3760,0.193,0.155
3761,0,0.166
3762,0,0.19
3763,0,0.19
3764,0,0.164
3765,0,0.127
3766,0,0.094
3767,0,0.071
3768,0,0.049
3769,0,0.032
3770,0,0.019
3771,0.27,0.015
3772,0.547,0.014
3773,0.664,0.017
3774,0.716,0.02
3775,0.742,0.019
3776,0.752,0.019
3777,0.752,0.016
3778,0.747,0.011
3779,0.736,0.007
3780,0.713,0.006
3781,0.672,0.008
3782,0.586,0.01
3783,0.371,0.026
3784,0.124,0.147
3785,0,0.389
3786,0,0.549
3787,0,0.63
3788,0,0.654
3789,0,0.631
3790,0,0.559
3791,0,0.474
3792,0,0.367
3793,0,0.284
3794,0,0.242
3795,0.177,0.204
3796,0.436,0.141
3797,0.593,0.169
3798,0.68,0.275
3799,0.716,0.345
3800,0.729,0.355
3801,0.729,0.304
3802,0.721,0.235
3803,0.695,0.18
3804,0.652,0.154
3805,0.531,0.127
3806,0.375,0.08
3807,0.243,0.035
3808,0.076,0.068
3809,0,0.162
3810,0,0.122
3811,0,0.084
3812,0,0.115
3813,0,0.18
3814,0,0.193
3815,0,0.13
3816,0,0.101
3817,0,0.142
3818,0,0.168
3819,0.094,0.164
3820,0.297,0.108
3821,0.476,0.079
3822,0.634,0.074
3823,0.693,0.046
3824,0.721,0.032
3825,0.722,0.031
3826,0.709,0.056
3827,0.692,0.147
3828,0.639,0.34
3829,0.499,0.556
3830,0.358,0.683
3831,0.116,0.785
3832,0.014,0.899
3833,0,0.916
3834,0,0.829
3835,0,0.732
3836,0,0.696
3837,0,0.718
3838,0,0.704
3839,0,0.66
3840,0,0.637
3841,0,0.65
3842,0,0.654
3843,0.002,0.609
3844,0.039,0.534
3845,0.108,0.481
3846,0.218,0.513
3847,0.345,0.586
3848,0.413,0.514
3849,0.462,0.281
3850,0.45,0.119
3851,0.365,0.077
3852,0.296,0.09
3853,0.199,0.094
3854,0.115,0.093
3855,0.044,0.096
3856,0.006,0.1
3857,0,0.102
3858,0,0.09
3859,0,0.054
3860,0,0.015
3861,0,0.01
3862,0,0.011
3863,0,0.005
3864,0,0.003
3865,0,0.001
3866,0,0.001
3867,0.01,0.001
3868,0.086,0.002
3869,0.211,0.002
3870,0.341,0.001
3871,0.454,0
3872,0.589,0
3873,0.673,0
3874,0.706,0
3875,0.702,0
3876,0.663,0
3877,0.62,0
3878,0.528,0
3879,0.434,0.001
3880,0.176,0.071
3881,0,0.28
3882,0,0.358
3883,0,0.337
3884,0,0.282
3885,0,0.216
3886,0,0.17
3887,0,0.154
3888,0,0.159
3889,0,0.174
3890,0,0.201
3891,0.246,0.185
3892,0.532,0.082
3893,0.657,0.044
3894,0.713,0.015
3895,0.739,0.001
3896,0.749,0
3897,0.752,0.004
3898,0.748,0.035
3899,0.736,0.082
3900,0.672,0.151
3901,0.587,0.252
3902,0.515,0.394
3903,0.366,0.551
3904,0.139,0.597
3905,0,0.568
3906,0,0.507
3907,0,0.471
3908,0,0.409
3909,0,0.318
3910,0,0.243
3911,0,0.22
3912,0,0.195
3913,0,0.197
3914,0,0.204
3915,0.179,0.214
3916,0.47,0.412
3917,0.64,0.51
3918,0.718,0.461
3919,0.746,0.354
3920,0.749,0.243
3921,0.741,0.151
3922,0.723,0.089
3923,0.691,0.054
3924,0.641,0.041
3925,0.576,0.057
3926,0.499,0.123
3927,0.333,0.328
3928,0.138,0.657
3929,0,0.779
3930,0,0.701
3931,0,0.588
3932,0,0.391
3933,0,0.234
3934,0,0.184
3935,0,0.226
3936,0,0.34
3937,0,0.416
3938,0,0.401
3939,0.021,0.34
3940,0.133,0.214
3941,0.449,0.376
3942,0.658,0.333
3943,0.705,0.228
3944,0.718,0.173
3945,0.687,0.176
3946,0.599,0.221
3947,0.456,0.298
3948,0.34,0.374
3949,0.251,0.411
3950,0.187,0.395
3951,0.16,0.35
3952,0.074,0.383
3953,0,0.413
3954,0,0.229
3955,0,0.064
3956,0,0.044
3957,0,0.101
3958,0,0.279
3959,0,0.514
3960,0,0.65
3961,0,0.74
3962,0,0.764
3963,0.127,0.704
3964,0.415,0.675
3965,0.626,0.728
3966,0.687,0.779
3967,0.725,0.749
3968,0.741,0.558
3969,0.744,0.339
3970,0.739,0.213
3971,0.719,0.164
3972,0.685,0.148
3973,0.643,0.145
3974,0.557,0.133
3975,0.386,0.098
3976,0.159,0.105
3977,0,0.133
3978,0,0.106
3979,0,0.068
3980,0,0.048
3981,0,0.032
3982,0,0.023
3983,0,0.031
3984,0,0.071
3985,0,0.146
3986,0,0.226
3987,0.216,0.267
3988,0.462,0.169
3989,0.621,0.124
3990,0.698,0.1
3991,0.732,0.043
3992,0.744,0.021
3993,0.744,0.013
3994,0.74,0.011
3995,0.731,0.009
3996,0.709,0.008
3997,0.669,0.005
3998,0.591,0.002
3999,0.395,0.001
4000,0.141,0.029
4001,0,0.251
4002,0,0.469
4003,0,0.507
4004,0,0.468
4005,0,0.426
4006,0,0.366
4007,0,0.302
4008,0,0.241
4009,0,0.177
4010,0,0.117
4011,0.14,0.079
4012,0.361,0.099
4013,0.45,0.15
4014,0.504,0.177
4015,0.556,0.167
4016,0.655,0.16
4017,0.716,0.173
4018,0.719,0.204
4019,0.707,0.249
4020,0.671,0.315
4021,0.536,0.383
4022,0.36,0.476
4023,0.232,0.59
4024,0.071,0.683
4025,0,0.716
4026,0,0.67
4027,0,0.601
4028,0,0.458
4029,0,0.348
4030,0,0.29
4031,0,0.242
4032,0,0.227
4033,0,0.195
4034,0,0.131
4035,0.104,0.083
4036,0.306,0.14
4037,0.471,0.241
4038,0.592,0.337
4039,0.655,0.362
4040,0.689,0.346
4041,0.707,0.322
4042,0.707,0.313
4043,0.681,0.317
4044,0.591,0.351
4045,0.492,0.378
4046,0.439,0.377
4047,0.251,0.401
4048,0.059,0.607
4049,0,0.776
4050,0,0.756
4051,0,0.647
4052,0,0.539
4053,0,0.496
4054,0,0.516
4055,0,0.568
4056,0,0.589
4057,0,0.593
4058,0,0.622
4059,0.229,0.608
4060,0.489,0.426
4061,0.62,0.611
4062,0.686,0.593
4063,0.714,0.421
4064,0.725,0.264
4065,0.705,0.173
4066,0.631,0.149
4067,0.564,0.158
4068,0.504,0.151
4069,0.541,0.132
4070,0.472,0.118
4071,0.277,0.092
4072,0.071,0.08
4073,0,0.099
4074,0,0.121
4075,0,0.139
4076,0,0.162
4077,0,0.247
4078,0,0.419
4079,0,0.559
4080,0,0.559
4081,0,0.464
4082,0,0.377
4083,0.124,0.327
4084,0.319,0.233
4085,0.521,0.09
4086,0.651,0.052
4087,0.713,0.022
4088,0.734,0.026
4089,0.741,0.055
4090,0.739,0.102
4091,0.728,0.154
4092,0.703,0.19
4093,0.661,0.205
4094,0.584,0.196
4095,0.426,0.18
4096,0.18,0.279
4097,0,0.412
4098,0,0.509
4099,0,0.584
4100,0,0.622
4101,0,0.65
4102,0,0.685
4103,0,0.71
4104,0,0.685
4105,0,0.633
4106,0,0.549
4107,0.188,0.423
4108,0.481,0.177
4109,0.625,0.118
4110,0.686,0.097
4111,0.717,0.08
4112,0.728,0.083
4113,0.706,0.108
4114,0.692,0.14
4115,0.67,0.164
4116,0.62,0.192
4117,0.539,0.214
4118,0.377,0.247
4119,0.22,0.309
4120,0.082,0.54
4121,0,0.756
4122,0,0.77
4123,0,0.694
4124,0,0.67
4125,0,0.604
4126,0,0.486
4127,0,0.353
4128,0,0.279
4129,0,0.267
4130,0,0.273
4131,0.233,0.287
4132,0.528,0.266
4133,0.659,0.518
4134,0.718,0.49
4135,0.744,0.249
4136,0.755,0.139
4137,0.756,0.099
4138,0.752,0.078
4139,0.742,0.07
4140,0.721,0.075
4141,0.685,0.1
4142,0.616,0.139
4143,0.475,0.186
4144,0.227,0.327
4145,0,0.503
4146,0,0.643
4147,0,0.739
4148,0,0.711
4149,0,0.586
4150,0,0.441
4151,0,0.325
4152,0,0.187
4153,0,0.111
4154,0,0.104
4155,0.301,0.094
4156,0.567,0.063
4157,0.676,0.099
4158,0.721,0.095
4159,0.747,0.082
4160,0.755,0.079
4161,0.755,0.075
4162,0.75,0.065
4163,0.738,0.052
4164,0.715,0.034
4165,0.674,0.023
4166,0.598,0.014
4167,0.438,0.004
4168,0.188,0
4169,0,0.002
4170,0,0.012
4171,0,0.019
4172,0,0.042
4173,0,0.09
4174,0,0.13
4175,0,0.144
4176,0,0.127
4177,0,0.101
4178,0,0.079
4179,0.298,0.071
4180,0.568,0.05
4181,0.682,0.03
4182,0.729,0.012
4183,0.747,0.006
4184,0.753,0.008
4185,0.751,0.015
4186,0.744,0.022
4187,0.73,0.031
4188,0.694,0.047
4189,0.639,0.079
4190,0.537,0.206
4191,0.358,0.617
4192,0.127,0.866
4193,0,0.894
4194,0,0.884
4195,0,0.839
4196,0,0.721
4197,0,0.562
4198,0,0.444
4199,0,0.402
4200,0,0.379
4201,0,0.273
4202,0,0.166
4203,0.185,0.113
4204,0.504,0.208
4205,0.643,0.223
4206,0.709,0.149
4207,0.737,0.068
4208,0.75,0.038
4209,0.752,0.048
4210,0.747,0.086
4211,0.734,0.163
4212,0.709,0.287
4213,0.664,0.448
4214,0.579,0.622
4215,0.404,0.751
4216,0.152,0.8
4217,0,0.753
4218,0,0.737
4219,0,0.723
4220,0,0.663
4221,0,0.555
4222,0,0.426
4223,0,0.319
4224,0,0.226
4225,0,0.142
4226,0,0.099
4227,0.168,0.095
4228,0.504,0.199
4229,0.666,0.231
4230,0.723,0.178
4231,0.741,0.108
4232,0.749,0.077
4233,0.748,0.083
4234,0.745,0.13
4235,0.732,0.224
4236,0.708,0.362
4237,0.663,0.508
4238,0.58,0.634
4239,0.396,0.725
4240,0.134,0.756
4241,0,0.729
4242,0,0.714
4243,0,0.662
4244,0,0.54
4245,0,0.463
4246,0,0.417
4247,0,0.333
4248,0,0.253
4249,0,0.176
4250,0,0.106
4251,0.118,0.073
4252,0.348,0.129
4253,0.58,0.132
4254,0.666,0.09
4255,0.698,0.057
4256,0.706,0.052
4257,0.703,0.075
4258,0.683,0.123
4259,0.659,0.183
4260,0.623,0.254
4261,0.557,0.349
4262,0.417,0.493
4263,0.218,0.662
4264,0.079,0.758
4265,0,0.764
4266,0,0.732
4267,0,0.64
4268,0,0.558
4269,0,0.485
4270,0,0.464
4271,0,0.352
4272,0,0.201
4273,0,0.114
4274,0,0.08
4275,0.231,0.09
4276,0.506,0.139
4277,0.646,0.167
4278,0.71,0.209
4279,0.74,0.241
4280,0.752,0.252
4281,0.749,0.249
4282,0.742,0.241
4283,0.726,0.24
4284,0.699,0.275
4285,0.65,0.347
4286,0.561,0.44
4287,0.386,0.568
4288,0.139,0.676
4289,0,0.681
4290,0,0.63
